role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,10240,10485760,134637,623.054,74.2738
sender,2,10240,10485760,137077,611.963,72.9517
sender,3,10240,10485760,135791,617.759,73.6426
sender,4,10240,10485760,136010,616.764,73.524
sender,5,10240,10485760,137081,611.945,72.9496
