role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,10240,10485760,216476,387.508,46.1945
sender,2,10240,10485760,218648,383.658,45.7356
sender,3,10240,10485760,214991,390.184,46.5136
sender,4,10240,10485760,216637,387.22,46.1602
sender,5,10240,10485760,216950,386.661,46.0936
