role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,10240,10485760,563884,148.765,17.7341
sender,2,10240,10485760,570158,147.128,17.539
sender,3,10240,10485760,566173,148.163,17.6624
sender,4,10240,10485760,570982,146.915,17.5137
sender,5,10240,10485760,551880,152.001,18.1199
