role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,102400,104857600,4.54938e+06,184.39,21.981
sender,2,102400,104857600,4.46563e+06,187.848,22.3933
sender,3,102400,104857600,4.22839e+06,198.388,23.6496
sender,4,102400,104857600,5.98584e+07,14.0141,1.67061
sender,5,102400,104857600,3.91298e+06,214.379,25.5559
