role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,102400,104857600,1.12635e+06,744.76,88.7824
sender,2,102400,104857600,1.13322e+06,740.245,88.2441
sender,3,102400,104857600,5.99439e+07,13.9941,1.66823
sender,4,102400,104857600,1.13662e+06,738.029,87.9799
sender,5,102400,104857600,1.12239e+06,747.386,89.0954
