role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,1048576,1073741824,10572500,812.475,96.8546
sender,2,1048576,1073741824,59227600,145.033,17.2892
sender,3,1048576,1073741824,59530500,144.295,17.2013
sender,4,1048576,1073741824,59322200,144.801,17.2617
sender,5,1048576,1073741824,10447200,822.221,98.0164
