role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,2097152,2147483648,2.10865e+07,814.733,97.1238
sender,2,2097152,2147483648,2.0994e+07,818.324,97.5519
sender,3,2097152,2147483648,2.12598e+07,808.093,96.3322
sender,4,2097152,2147483648,5.86222e+07,293.061,34.9356
sender,5,2097152,2147483648,2.0991e+07,818.441,97.5657
