role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,1048576,1073741824,4.5008e+07,190.854,22.7515
sender,2,1048576,1073741824,4.50635e+07,190.618,22.7235
sender,3,1048576,1073741824,4.46576e+07,192.351,22.93
sender,4,1048576,1073741824,5.84139e+07,147.053,17.5301
sender,5,1048576,1073741824,4.46339e+07,192.453,22.9422
