role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,512000,524288000,2.23203e+07,187.914,22.4011
sender,2,512000,524288000,2.10418e+07,199.332,23.7622
sender,3,512000,524288000,2.24189e+07,187.088,22.3027
sender,4,512000,524288000,5.96456e+07,70.3204,8.38284
sender,5,512000,524288000,2.23293e+07,187.838,22.3921
