sender,1,1048576,1073741824,1639920,5238.01,624.42
sender,2,1048576,1073741824,1436910,5978.06,712.641
sender,3,1048576,1073741824,59674000,143.948,17.1599
sender,4,1048576,1073741824,59421600,144.559,17.2328
sender,5,1048576,1073741824,59542700,144.265,17.1977
