role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,102400,104857600,283117,2962.95,353.211
sender,2,102400,104857600,289385,2898.77,345.56
sender,3,102400,104857600,288998,2902.65,346.023
sender,4,102400,104857600,292678,2866.16,341.672
sender,5,102400,104857600,302281,2775.1,330.818
