role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,512000,524288000,5282400,794.014,94.6539
sender,2,512000,524288000,5180900,809.57,96.5082
sender,3,512000,524288000,5176730,810.223,96.5861
sender,4,512000,524288000,59665800,70.2966,8.38001
sender,5,512000,524288000,5118700,819.408,97.681
