role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,1024,1048576,166985,50.2357,5.98856
sender,2,1024,1048576,168159,49.885,5.94675
sender,3,1024,1048576,167246,50.1573,5.97922
sender,4,1024,1048576,165600,50.6558,6.03865
sender,5,1024,1048576,166529,50.3733,6.00496
