role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
sender,1,2097152,2147483648,3220780,5334.06,635.87
sender,2,2097152,2147483648,3141720,5468.3,651.872
sender,3,2097152,2147483648,58800800,292.17,34.8294
sender,4,2097152,2147483648,58875100,291.802,34.7855
sender,5,2097152,2147483648,2981840,5761.5,686.825
