role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,512000,524288000,3173810,1321.54,157.54
receiver,2,512000,524288000,1271260,3299.33,393.311
receiver,3,512000,524288000,1265960,3313.14,394.957
receiver,4,512000,524288000,1264770,3316.26,395.329
receiver,5,512000,524288000,1275460,3288.47,392.016
