role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,1024,1048576,2998030,2.79804,0.333552
receiver,2,1024,1048576,152111,55.1479,6.57415
receiver,3,1024,1048576,167772,50.0,5.96047
receiver,4,1024,1048576,171953,48.7843,5.81554
receiver,5,1024,1048576,168024,49.9251,5.95153
