role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,512000,524288000,2.39919e+07,174.822,20.8404
receiver,2,512000,524288000,2.14607e+07,195.441,23.2984
receiver,3,511999,524288000,6.05872e+07,69.2276,8.25257
receiver,4,512000,524288000,2.23125e+07,187.98,22.409
receiver,5,512000,524288000,2.27518e+07,184.35,21.9763
