role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,102400,104857600,3256010,257.635,30.7125
receiver,2,102398,104857600,60167800,13.942,1.66202
receiver,3,102400,104857600,1080510,776.358,92.5491
receiver,4,102400,104857600,1222940,685.938,81.7702
receiver,5,102400,104857600,1208940,693.88,82.717
