role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,1048576,1073741824,4.71408e+07,182.219,21.7221
receiver,2,1048576,1073741824,4.59155e+07,187.081,22.3018
receiver,3,1048575,1073741824,6.11951e+07,140.37,16.7334
receiver,4,1048576,1073741824,4.36417e+07,196.829,23.4638
receiver,5,1048574,1073741824,6.1141e+07,140.494,16.7482
