role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,102400,104857600,9414850,89.0997,10.6215
receiver,2,102400,104857600,376681,2226.98,265.477
receiver,3,102400,104857600,378437,2216.65,264.245
receiver,4,102400,104857600,379922,2207.98,263.212
receiver,5,102400,104857600,384978,2178.98,259.755
