role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,10240,10485760,3.06847e+06,27.338,3.25895
receiver,2,10240,10485760,578931,144.898,17.2732
receiver,3,10240,10485760,574948,145.902,17.3929
receiver,4,10240,10485760,579790,144.684,17.2476
receiver,5,10240,10485760,560734,149.6,17.8338
