role,iteration,packets,bytes,duration_us,throughput_mbit_s,throughput_mb_s
receiver,1,10240,10485760,13088000,6.40937,0.764057
receiver,2,10240,10485760,227349,368.975,43.9852
receiver,3,10240,10485760,223725,374.952,44.6977
receiver,4,10240,10485760,225394,372.175,44.3668
receiver,5,10240,10485760,225844,371.434,44.2784
